,id,English Name,Genus,Location,Latitude,Longitude,Quality Score,Author Remarks,Recording Type,MP3 Download URL,Recording Name
358,540310,Tree Swallow,Tachycineta,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,no score,,"adult, male, song",//www.xeno-canto.org/540310/download,540310.mp3
359,540309,Tree Swallow,Tachycineta,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,no score,,"adult, male, song",//www.xeno-canto.org/540309/download,540309.mp3
360,540308,Tree Swallow,Tachycineta,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,no score,,"adult, male, song",//www.xeno-canto.org/540308/download,540308.mp3
361,327947,Tree Swallow,Tachycineta,"Diamond, Harney County, Oregon",42.7378,-118.6509,no score,,"begging call, call, juvenile",//www.xeno-canto.org/327947/download,327947.mp3
362,544956,Barn Swallow,Hirundo,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,B,,call,//www.xeno-canto.org/544956/download,544956.mp3
363,338200,American Cliff Swallow,Petrochelidon,"Malheur NWR, Harney County, Oregon",42.9737,-118.8733,A,Small breeding colony on cliff near road.,call,//www.xeno-canto.org/338200/download,338200.mp3
364,420714,American Cliff Swallow,Petrochelidon,"Hay Rd, Oregon, Ogle County, Illinois",41.9313,-89.3501,B,Calls from a group of about 30 birds flying around a nest site.,call,//www.xeno-canto.org/420714/download,420714.mp3
365,545386,American Bushtit,Psaltriparus,"Willamette Bluff, North Portland, Multnomah County, Oregon",45.5649,-122.6984,no score,,call,//www.xeno-canto.org/545386/download,545386.mp3
366,545381,American Bushtit,Psaltriparus,"Willamette Bluff, North Portland, Multnomah County, Oregon",45.5649,-122.6984,no score,,call,//www.xeno-canto.org/545381/download,545381.mp3
367,530314,American Bushtit,Psaltriparus,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,no score,,"adult, call",//www.xeno-canto.org/530314/download,530314.mp3
368,530313,American Bushtit,Psaltriparus,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,no score,,"adult, call",//www.xeno-canto.org/530313/download,530313.mp3
369,530312,American Bushtit,Psaltriparus,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,"adult, song",//www.xeno-canto.org/530312/download,530312.mp3
370,530311,American Bushtit,Psaltriparus,"Willamette Bluff, North Portland, Multnomah County, Oregon",45.5649,-122.6984,no score,,"adult, call",//www.xeno-canto.org/530311/download,530311.mp3
371,530310,American Bushtit,Psaltriparus,"Tualatin River NWR, Washington County, Oregon",45.3846,-122.8427,no score,Pair near and at nest.,"adult, call",//www.xeno-canto.org/530310/download,530310.mp3
372,530309,American Bushtit,Psaltriparus,"Tualatin River NWR, Washington County, Oregon",45.3846,-122.8427,no score,Pair near and at nest.,"adult, call",//www.xeno-canto.org/530309/download,530309.mp3
